@RELATION 'Parkinson, without duplicates, with normalization, 75 pct of outliers'

@ATTRIBUTE 'id' real
@ATTRIBUTE 'MDVP:Fo(Hz)' real
@ATTRIBUTE 'MDVP:Fhi(Hz)' real
@ATTRIBUTE 'MDVP:Flo(Hz)' real
@ATTRIBUTE 'MDVP:Jitter(%)' real
@ATTRIBUTE 'MDVP:Jitter(Abs)' real
@ATTRIBUTE 'MDVP:RAP' real
@ATTRIBUTE 'MDVP:PPQ' real
@ATTRIBUTE 'Jitter:DDP' real
@ATTRIBUTE 'MDVP:Shimmer' real
@ATTRIBUTE 'MDVP:Shimmer(dB)' real
@ATTRIBUTE 'Shimmer:APQ3' real
@ATTRIBUTE 'Shimmer:APQ5' real
@ATTRIBUTE 'MDVP:APQ' real
@ATTRIBUTE 'Shimmer:DDA' real
@ATTRIBUTE 'NHR' real
@ATTRIBUTE 'HNR' real
@ATTRIBUTE 'RPDE' real
@ATTRIBUTE 'DFA' real
@ATTRIBUTE 'spread1' real
@ATTRIBUTE 'spread2' real
@ATTRIBUTE 'D2' real
@ATTRIBUTE 'PPE' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
14.0,0.295973732622313,0.157167498494545,0.0637903439381902,0.0705209656925032,0.0909090909090909,0.0467244701348748,0.0621650589496248,0.0468775084283191,0.0628081066277159,0.0566967953985209,0.0525808936825886,0.0491180461329715,0.0825484340301708,0.052638336115034,0.0310659833847917,0.668454848410957,0.405048287254918,0.364736301124276,0.416703414402545,0.559892755600278,0.487633170631016,0.321750188472914,'yes'
15.0,0.375567612882193,0.124845627034916,0.0596451230324594,0.0400254129606099,0.0513833992094862,0.0255298651252408,0.0305466237942122,0.0256863059881201,0.0797882052218368,0.0599835661462613,0.117295839753467,0.0545454545454545,0.0403553105138219,0.117280780588009,0.0173154661489003,0.669795984719175,0.509170961848519,0.3177015688868,0.336268632186894,0.444328135446705,0.312443168371096,0.260053269487271,'yes'
16.0,0.313403814358568,0.235381773273319,0.101805473994496,0.0638500635324015,0.0909090909090909,0.0428709055876686,0.0594855305466238,0.0428640231176754,0.0501186781084535,0.0336894001643385,0.061055469953775,0.0431478968792402,0.0490083467340531,0.061111824367698,0.0246363433809721,0.680078029748842,0.721809879579356,0.334505948064986,0.474578069999872,0.45903259428345,0.348000416394557,0.393618431408286,'yes'
17.0,0.32516941061407,0.50443267297427,0.0995313597476021,0.119440914866582,0.130434782608696,0.0688824662813102,0.107181136120043,0.0687108685182212,0.0997809019536242,0.0879211175020542,0.0989984591679507,0.0854816824966079,0.103759859101003,0.0991141353190397,0.0571028424101601,0.564577745265383,0.725207137040606,0.280511222839295,0.456511563197156,0.525619120298772,0.374227490226294,0.359600106041903,'yes'
18.0,0.468324290338355,0.265441889423028,0.0583036834893548,0.174714104193138,0.130434782608696,0.104046242774566,0.158092175777063,0.104190078664312,0.216633193354026,0.216105176663928,0.189907550077042,0.179511533242877,0.207596293743778,0.189883168571062,0.0908425374797085,0.485044298138665,0.873881483313539,0.124040859581046,0.910135016515237,0.963605789036489,0.704746008217564,0.799972246845668,'yes'
19.0,0.376737768670097,0.150410810700471,0.0181180697087983,0.182337992376112,0.1699604743083,0.142581888246628,0.182207931404073,0.142558998234066,0.416560160671901,0.375513557929334,0.38828967642527,0.407327001356852,0.386553334864844,0.388304018487611,0.0985135436228793,0.35922132813135,0.953724033496585,0.578412468227851,0.726078308747154,0.791492484562795,0.749920813855618,0.6894587720679,'yes'
20.0,0.396292760170459,0.178109148065362,0.445300355798128,0.190597204574333,0.1699604743083,0.146435452793834,0.164523043944266,0.146411944132284,0.277615482928611,0.216105176663928,0.243836671802773,0.244776119402985,0.274982770503101,0.243933752728206,0.105038673329726,0.354059985369422,0.916942188291128,0.44539971156068,0.61662393442866,0.75166077993062,0.637666001740316,0.57488795181721,'yes'
21.0,0.381406748480544,0.129812098757872,0.00176171888493556,0.213468869123253,0.1699604743083,0.173410404624277,0.191854233654877,0.173543104832236,0.260726675187146,0.199671322925226,0.233436055469954,0.245997286295794,0.255456007351252,0.2334060855052,0.121144603240284,0.369625294643583,0.941607304103542,0.517139032533087,0.69961578049931,0.576945155430092,0.585631807561654,0.664526498048995,'yes'
22.0,0.381593041939315,0.144350204639865,0.0728407429157023,0.0991105463786531,0.0909090909090909,0.0789980732177264,0.0937834941050375,0.0789853909134693,0.290578784005843,0.2341824157765,0.301617873651772,0.274219810040706,0.291446511984072,0.301579150083451,0.05678454340007,0.4491587417703,0.86902359180645,0.496677370262065,0.502268596388362,0.520797174366697,0.504588792580347,0.445761223458457,'yes'
23.0,0.463387513680926,0.185913020402748,0.0782525590981841,0.0870393900889454,0.0909090909090909,0.0732177263969171,0.0830653804930332,0.073366511478568,0.310115026474347,0.239934264585045,0.341486902927581,0.26729986431479,0.270081935829696,0.341571446912312,0.0386733297259446,0.570064211980818,0.845791110665195,0.420515844242767,0.657034691851477,0.576539949889582,0.664402891984761,0.499465648222555,'yes'
24.0,0.498241855482849,0.1849209508354,0.119198130044791,0.0978398983481576,0.0909090909090909,0.0736994219653179,0.0889603429796356,0.0736875903034195,0.295599780901954,0.229252259654889,0.333590138674884,0.257801899592944,0.233785129029788,0.333675696495057,0.056498074290989,0.486913760871332,0.654938039717113,0.4486426619284,0.491092222262601,0.459244201621272,0.500127676536167,0.432901571574142,'yes'
25.0,0.438505693593834,0.201467691396961,0.0650742109687151,0.182337992376112,0.1699604743083,0.15028901734104,0.159699892818864,0.150264890030503,0.0643600511228775,0.0649137222678718,0.0545069337442219,0.0512890094979647,0.0595757714985834,0.0545641288997304,0.0545246204284305,0.62545720555962,0.32984896670641,0.630251866489247,0.435284299107224,0.483131068234362,0.564485548083784,0.355037404624421,'yes'
26.0,0.0935367813147661,0.21200281698766,0.0719195827144289,0.147712833545108,0.209486166007905,0.119460500963391,0.151661307609861,0.119441322844758,0.256801168522914,0.243221035332786,0.24595531587057,0.227272727272727,0.234397733363964,0.246052124791373,0.0898239806474202,0.553726733317077,0.621063462915995,0.652040190274336,0.432681492683087,0.519066046251961,0.633080768087806,0.362396132784345,'yes'
27.0,0.481498730875812,0.216720250671076,0.057716443861043,0.0911689961880559,0.0909090909090909,0.0876685934489402,0.0760986066452304,0.0876545191844598,0.0923863428884426,0.0829909613804437,0.0835901386748844,0.0812754409769335,0.0882915996630676,0.0835794068558223,0.0327847980392781,0.709867511988946,0.37811288881215,0.584185238599874,0.322077226112751,0.495260220746974,0.518898351682572,0.213044810988592,'yes'
28.0,0.340637589362644,0.217512273288629,0.0936186627056778,0.104193138500635,0.0909090909090909,0.0876685934489402,0.0980707395498392,0.087493979772034,0.0880956728135841,0.0928512736236647,0.0824345146379045,0.0778833107191316,0.0847691247415575,0.0825523173706509,0.0402011649743769,0.677802162074291,0.23846834087372,0.607037281977323,0.306148687215386,0.427329763022293,0.396340888343977,0.245346168822024,'yes'
29.0,0.390197471066297,0.25564775406473,0.0839349660897901,0.0451080050825921,0.0513833992094862,0.0438342967244701,0.045016077170418,0.0436667201798041,0.0697462114296148,0.0624486442070665,0.060477657935285,0.0599728629579376,0.0721341603491845,0.0605340865322891,0.0194798994175128,0.712387222628627,0.499107519932055,0.406269172848458,0.152606431477541,0.615721074515048,0.364102785394872,0.132500600627967,'yes'
30.0,0.432171715995622,0.196374659358829,0.0699736317892385,0.106099110546379,0.0909090909090909,0.102119460500963,0.0862808145766345,0.102263605715203,0.0764104436735439,0.0682004930156122,0.0651001540832049,0.066078697421981,0.0827015851137147,0.0652201823083836,0.0351720406149537,0.700520198325612,0.399492744662036,0.595663051879238,0.24033019264492,0.45831448001999,0.237858272816731,0.187857787866487,'yes'
31.0,0.633065924597722,0.213827735080682,0.728747106981243,0.0384371029224905,0.0118577075098814,0.0472061657032755,0.0407288317256163,0.0471985872531707,0.0131458827825452,0.00986031224322103,0.0208012326656394,0.0149253731343283,0.00635576996707251,0.020862755167544,0.00872139287646815,0.745102820450297,0.386529034184903,0.665661378612463,0.111496879470862,0.38556882978891,0.1426151357642,0.084978501661047,'no'
32.0,0.645594159700068,0.219167763862947,0.72895436802653,0.0231893265565438,0.0118577075098814,0.0317919075144509,0.0246516613076099,0.0317868036602986,0.00556874201205039,0.00328677074774034,0.00943759630200308,0.00963364993215739,0.00329274829619419,0.00956477083065862,0.0032466499029188,0.914370478745022,0.410351835475674,0.668402348947834,0.0510575663904576,0.376041997303132,0.302428345436654,0.0496284391128932,'no'
33.0,0.640674848054398,0.230784776018862,0.734786463550842,0.0139771283354511,0.0118577075098814,0.0216763005780347,0.0230439442658092,0.0216728206774763,0.0282088734708782,0.0213640098603122,0.0356317411402157,0.0345997286295794,0.0177655256910943,0.0356271665168828,0.00171881465448642,0.907664797203934,0.48853308942767,0.655048086499924,0.162187782105543,0.380233623505523,0.0395877337993156,0.10724523018549,'no'
34.0,0.663280394942132,0.223438153852435,0.757671537301231,0.00381194409148665,0.00790513833992095,0.0120423892100193,0.00803858520900321,0.0118799165195055,0.0,0.0,0.00269645608628658,0.00488466757123474,0.0,0.00276030299139813,2.22809307063055E-4,0.985247500609607,0.261245832176415,0.66871309849167,0.0486805800013127,0.387795209119826,0.0539720303861258,0.0240292609376424,'no'
35.0,0.668624688540624,0.223278932810762,0.752380623395166,0.00317662007623888,0.00790513833992095,0.01252408477842,0.007502679528403,0.0126826135816343,3.65163410626256E-4,0.0,0.00250385208012326,0.00542740841248304,5.36028792403704E-4,0.00250353062010529,0.0,1.0,0.194824315590285,0.667780849860163,0.0,0.353980806764231,0.0,0.0,'no'
36.0,0.658611415131686,0.221317247925534,0.749778345826569,0.00952986022871664,0.0118577075098814,0.0178227360308285,0.0123258306538049,0.0176593353668326,0.0219098046375753,0.0180772391125719,0.025231124807396,0.0257801899592944,0.018224978941726,0.0252920785723456,0.00222809307063055,0.946557750142242,0.204586764228932,0.67111941547214,0.0338637844147293,0.368982416330684,0.455443558073695,0.0270717522596038,'no'
37.0,0.521289849335165,0.185300631780928,0.590331272237383,0.0771918678526048,0.0513833992094862,0.0794797687861272,0.0798499464094319,0.0796275485631723,0.106992879313493,0.085456039441249,0.134630200308166,0.105427408412483,0.0683819588023585,0.134741301835922,0.0165833784256931,0.600463301633748,0.241676602555876,0.814928726803343,0.328213058400605,0.476708560417272,0.468797545051578,0.25120332706471,'yes'
38.0,0.51135807931444,0.170364473294753,0.564717261390722,0.0638500635324015,0.0513833992094862,0.0659922928709056,0.067524115755627,0.0661422379194092,0.0818878948329377,0.0682004930156122,0.0930277349768875,0.0800542740841248,0.0591163182479516,0.0930799845936577,0.00875322277747716,0.670974559050638,0.198013911022654,0.83401990390668,0.354110765359966,0.427935320191167,0.495242603213356,0.266511055696853,'yes'
39.0,0.534807768437231,0.202300539922635,0.633182493350375,0.036848792884371,0.0513833992094862,0.0409441233140655,0.0396570203644159,0.0409375501685664,0.0447325178017163,0.037797863599014,0.0521956856702619,0.0427408412483039,0.0360670801745922,0.0521889844652716,0.0052837635674953,0.743599122165325,0.343724990141887,0.764631124355593,0.273538032234228,0.463780252533097,0.376405998928763,0.201707440330718,'yes'
40.0,0.578674056307198,0.204494932484154,0.619129043029696,0.0470139771283354,0.0513833992094862,0.0481695568400771,0.0482315112540193,0.0481618237277252,0.0647252145335037,0.0542317173377157,0.0720338983050847,0.0587516960651289,0.0495443755264568,0.0721530363332905,0.00636598020180157,0.726204990652687,0.327179692986857,0.733217532648622,0.354068638804199,0.586688097537476,0.426740805065066,0.240565998657907,'yes'
41.0,0.569534033486249,0.195104973616257,0.645433924027312,0.0412960609911055,0.0513833992094862,0.0467244701348748,0.0444801714898178,0.0468775084283191,0.049388351287201,0.0410846343467543,0.0614406779661017,0.0503392130257802,0.0393598284707864,0.0614327898318141,0.0052837635674953,0.747012923677152,0.163119690326916,0.762296518808316,0.238223864856563,0.438569714487674,0.422972345351239,0.17814832611199,'yes'
42.0,0.557261951889714,0.192681955969258,0.584366759934137,0.0285895806861499,0.0118577075098814,0.0317919075144509,0.0294748124330118,0.0319473430727244,0.046467044002191,0.0386195562859491,0.0552773497688752,0.0449118046132971,0.0394364040125584,0.0553344460136089,0.00611134099372951,0.732016581321629,0.116367734453931,0.736719440969539,0.166495538833904,0.128625745409359,0.417393281100136,0.147445881349052,'yes'
43.0,0.866805998649372,0.296357308347878,0.919726645710272,0.0412960609911055,0.0118577075098814,0.0486512524084778,0.0482315112540193,0.0486434419650024,0.0728501004199379,0.0649137222678718,0.11171032357473,0.0616010854816825,0.0317022742935906,0.111695981512389,0.0214851831810803,0.580955864423311,0.113145473084434,0.318279244320853,0.118322104707814,0.207946981106166,0.441997038972039,0.104577613560108,'no'
44.0,0.891128938360152,0.299435581820223,0.961501260838026,0.0358958068614994,0.0118577075098814,0.0428709055876686,0.0434083601286174,0.0427034837052497,0.0735804272411904,0.0566967953985209,0.106124807395994,0.0635006784260516,0.0407381882226817,0.10611118243677,0.0194162396154948,0.597577826546371,0.469297519022075,0.238978351115113,0.211796592739081,0.342155558407002,0.37075664585287,0.150902598855079,'no'
45.0,0.902976038003866,0.303677393674025,0.961224912777644,0.0133418043202033,0.00790513833992095,0.0197495183044316,0.0241157556270096,0.0197463477283673,0.0424502464853022,0.0336894001643385,0.0620184899845917,0.0445047489823609,0.0240447201163948,0.062010527667223,0.0123818314925041,0.687921645127205,0.424017863601046,0.243034031059019,0.164006998432277,0.192098942188425,0.403684291070472,0.0972002452219009,'no'
46.0,0.899558717369536,0.312091613337824,0.935179108086635,0.0181067344345616,0.00790513833992095,0.0236030828516378,0.0251875669882101,0.0234387542141596,0.0492970604345445,0.0402629416598192,0.0755007704160247,0.0419267299864315,0.0225897848227276,0.075619463345744,0.0130820893147022,0.674266439079899,0.407659228943887,0.257547628343546,0.175225499113806,0.21567965350424,0.419291969101389,0.120471472242703,'no'
47.0,0.915032717788696,0.326494993723017,0.957845406289221,0.0212833545108005,0.0118577075098814,0.0284200385356455,0.030010718113612,0.0282549365869321,0.0597042176373927,0.0460147904683648,0.086864406779661,0.0552238805970149,0.032927482961942,0.0869816407754526,0.0130820893147022,0.656791026578883,0.492133342355354,0.22856425742811,0.146251107178094,0.273216589114829,0.431001731418393,0.109349499200543,'no'
48.0,0.955464220012575,0.32526409259316,0.675383145071217,0.0054002541296061,0.0,0.0115606936416185,0.0112540192926045,0.011558837694654,0.0180755888259996,0.0147904683648315,0.0306240369799692,0.0217096336499322,0.0107971513898461,0.0306201052766722,0.0116815736703059,0.746322035275949,0.825507896990301,0.242711329609651,0.116702130717799,0.438069960987711,0.269288499146747,0.0866954691939987,'no'
49.0,0.197092657709056,0.054024924216908,0.28952640851152,0.113087674714104,0.130434782608696,0.0486512524084778,0.0594855305466238,0.0486434419650024,0.0601606719006755,0.047658175842235,0.0770416024653313,0.0279511533242877,0.054674936825178,0.0771600975735011,0.0246363433809721,0.598268714947574,0.753712833746713,0.634952949331888,0.2758269686978,0.585562526591614,0.292114572563869,0.185009982851036,'no'
50.0,0.201610274084251,0.0569603070108291,0.283256761891602,0.0825921219822109,0.0909090909090909,0.0269749518304432,0.0337620578778135,0.0271311606999518,0.0663684498813219,0.0566967953985209,0.0914869029275809,0.0314789687924016,0.0521479439467034,0.0914751572730775,0.0126364707005761,0.671787368934406,0.658260632179215,0.716281682509581,0.268107141752967,0.582354649395906,0.280769155484219,0.174664683903999,'no'
51.0,0.210232168222993,0.0672076099492738,0.29948645318779,0.0835451080050826,0.0909090909090909,0.0351637764932563,0.0401929260450161,0.0349975919088136,0.112287748767573,0.0920295809367297,0.151386748844376,0.0616010854816825,0.0739719733517115,0.151495699062781,0.0131775790177293,0.678452409981306,0.691967212732249,0.803371234153765,0.237664829189473,0.558787444931442,0.185469520452269,0.122242289179584,'no'
52.0,0.221287520666931,0.0654970043989916,0.272300712747706,0.0889453621346887,0.130434782608696,0.0303468208092486,0.0412647374062165,0.0303419489484669,0.0985028300164324,0.0821692686935086,0.13251155624037,0.0527815468113975,0.0685351098859024,0.132558736679933,0.0130184295126842,0.674185158091523,0.585499590509145,0.741332876504944,0.230671459330788,0.643106215627877,0.448677146522838,0.127279279577821,'no'
53.0,0.230934028828913,0.0732967941455648,0.325883450205534,0.085133418043202,0.0909090909090909,0.0332369942196532,0.0396570203644159,0.0332316583721304,0.122603615117765,0.102711585866886,0.167180277349769,0.0681139755766621,0.0733593690175358,0.167223006804468,0.0132412388197473,0.66044867105584,0.474113411467144,0.764611204513039,0.161376348705187,0.482104547531735,0.244235871501351,0.154856387781984,'no'
54.0,0.238705959062013,0.0770017453075722,0.305871244832867,0.102287166454892,0.130434782608696,0.0467244701348748,0.0487674169346195,0.0467169690158934,0.140953076501735,0.117502054231717,0.181240369799692,0.0880597014925373,0.0940347652959645,0.181281294132751,0.0133367285227743,0.690400715272698,0.382221797046533,0.842338430157048,0.203974432615862,0.593382993523465,0.35608496584319,0.213227070509581,'no'
55.0,0.119192883589875,0.0663645549465691,0.215309682545166,0.188373570520966,0.24901185770751,0.135356454720617,0.211146838156484,0.135174185262482,0.161128354938835,0.139687756778965,0.197996918335901,0.140976933514247,0.103223830308599,0.198099884452433,0.0309068338797466,0.511541900349508,0.652009771781763,0.97507629299698,0.599428525246915,0.448616560750441,0.250731804536565,0.563681062407317,'yes'
56.0,0.125323102717556,0.0494258856670443,0.224308266261356,0.224269377382465,0.288537549407115,0.158959537572254,0.239549839228296,0.158773478889067,0.205860872740551,0.182415776499589,0.25693374422188,0.192944369063772,0.132858564974347,0.257029143664142,0.0354903396250438,0.500934731366333,0.70468826196215,0.946435543373465,0.656566960521993,0.485015273997735,0.263057706235419,0.621950259719817,'yes'
57.0,0.128565773234287,0.059038345734203,0.218165279169114,0.195679796696315,0.24901185770751,0.136801541425819,0.22615219721329,0.136779579386739,0.252054044184773,0.204601479046836,0.303736517719569,0.235006784260516,0.159506853510989,0.303825908332264,0.0287742305121431,0.527554255059742,0.665477471003148,0.984366907563963,0.637599162386663,0.522318946285503,0.222278621342534,0.601667674617048,'yes'
58.0,0.168484968446545,0.0566888147218225,0.258650270015084,0.185514612452351,0.209486166007905,0.111271676300578,0.202036441586281,0.111414352223471,0.122238451707139,0.111750205423172,0.141371340523883,0.120624151967436,0.0941113408377364,0.14148157658236,0.0196072190215488,0.584247744452573,0.639223390677608,0.969992749177311,0.606897943265835,0.638761511776849,0.266165095103449,0.559050013669464,'yes'
59.0,0.166185408564842,0.0607326209212366,0.245702211935933,0.196950444726811,0.24901185770751,0.128131021194605,0.214898177920686,0.128270990528175,0.154372831842249,0.147904683648316,0.180855161787365,0.14314789687924,0.108584118232637,0.180960328668635,0.0229493586274947,0.575550678696253,0.661436227924243,0.952766069336988,0.630674135180682,0.577100484220621,0.179603517644274,0.583350592757669,'yes'
60.0,0.154355773932888,0.345323902548557,0.22570727831704,0.222045743329098,0.288537549407115,0.146917148362235,0.229367631296892,0.147054101781987,0.207321526383056,0.217748562037798,0.260015408320493,0.190502035278155,0.137835975189524,0.25998202593401,0.0343126332877105,0.537226692676583,0.679929814900801,0.968558520513454,0.606735041863491,0.484979255727468,0.181685045563174,0.563049367476617,'yes'
61.0,0.703321845236709,0.27628729191545,0.252760601978192,0.0362134688691233,0.0118577075098814,0.0380539499036609,0.0321543408360129,0.0382083801573286,0.0828008033595034,0.0698438783894823,0.100154083204931,0.0933514246947083,0.0507695841948082,0.100205417897034,0.0256549002132603,0.695480777046249,0.198837559294509,0.416691234472483,0.167145878838602,0.136689335665516,0.461550233376693,0.118006826447513,'no'
62.0,0.786111822648627,0.279334945956704,0.191071654749157,0.0304955527318933,0.0118577075098814,0.0414258188824663,0.0316184351554126,0.0412586289934179,0.0869088917290488,0.0657354149548069,0.107473035439137,0.0985074626865672,0.0475534114403859,0.10752343047888,0.00751185663812586,0.71921482565228,0.446611025687093,0.446132761766651,0.121350335104999,0.180311963243355,0.399611098160568,0.111874207792423,'no'
63.0,0.779539156556365,0.263735366463558,0.806124563888217,0.031130876747141,0.0118577075098814,0.0404624277456647,0.0278670953912112,0.0406164713437149,0.0628993974803725,0.0493015612161052,0.0793528505392912,0.0729986431478969,0.0368328355923118,0.0794710489151368,0.00875322277747716,0.707754206291148,0.252687356649035,0.4785423456013,0.180558938034729,0.201720322633656,0.380538359013963,0.121544318059433,'no'
64.0,0.817938895745523,0.270418567623014,0.910555344456343,0.0406607369758577,0.0118577075098814,0.0515414258188825,0.0337620578778135,0.0516936908010917,0.062990688333029,0.0493015612161052,0.0822419106317411,0.0685210312075984,0.0352247492151007,0.0823597380921813,0.00910335168857625,0.712143379663497,0.0,0.434308343226855,0.130061492115373,0.0279479265857606,0.478202901593866,0.101475059441457,'no'
65.0,0.821251426309294,0.306349449360564,0.896288875839119,0.0117534942820839,0.00790513833992095,0.0221579961464354,0.0112540192926045,0.0221544389147536,0.0459192988862516,0.0361544782251438,0.060477657935285,0.0525101763907734,0.0227429359062715,0.0605982796251123,0.00748002673711685,0.730472242542469,0.0473189432102682,0.395823207413369,0.0847448893527029,0.113840245464512,0.257908827386662,0.0601497841881581,'no'
66.0,0.818736464615886,0.280465823611664,0.274764816286112,0.0222363405336722,0.0118577075098814,0.0327552986512524,0.0257234726688103,0.0327500401348531,0.072211064451342,0.0566967953985209,0.0937981510015408,0.0800542740841248,0.0394364040125584,0.0939144948003595,0.0112996148581978,0.654555799398521,0.114001787293417,0.428392149988446,0.11765549264295,0.0,0.309319319461819,0.0973576511718459,'no'
